word,token_count,char_count,avg_byte_length,tokens_per_char,chars_per_token
creates,1,7,7.0,0.14285714285714285,7.0
creating,1,8,8.0,0.125,8.0
creation,1,8,8.0,0.125,8.0
creations,2,9,4.5,0.2222222222222222,4.5
creative,1,8,8.0,0.125,8.0
creativity,2,10,5.0,0.2,5.0
creator,1,7,7.0,0.14285714285714285,7.0
creature,2,8,4.0,0.25,4.0
creatures,2,9,4.5,0.2222222222222222,4.5
credit,1,6,6.0,0.16666666666666666,6.0
credits,1,7,7.0,0.14285714285714285,7.0
creek,2,5,2.5,0.4,2.5
crest,1,5,5.0,0.2,5.0
crew,1,4,4.0,0.25,4.0
cricket,2,7,3.5,0.2857142857142857,3.5
crime,1,5,5.0,0.2,5.0
crimes,2,6,3.0,0.3333333333333333,3.0
criminal,1,8,8.0,0.125,8.0
crisis,2,6,3.0,0.3333333333333333,3.0
criteria,1,8,8.0,0.125,8.0
criterion,1,9,9.0,0.1111111111111111,9.0
critical,1,8,8.0,0.125,8.0
criticism,2,9,4.5,0.2222222222222222,4.5
critics,2,7,3.5,0.2857142857142857,3.5
crm,1,3,3.0,0.3333333333333333,3.0
croatia,2,7,3.5,0.2857142857142857,3.5
crop,1,4,4.0,0.25,4.0
crops,2,5,2.5,0.4,2.5
cross,1,5,5.0,0.2,5.0
crossing,2,8,4.0,0.25,4.0
crossword,2,9,4.5,0.2222222222222222,4.5
crowd,2,5,2.5,0.4,2.5
crown,2,5,2.5,0.4,2.5
crucial,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
crude,2,5,2.5,0.4,2.5
cruise,3,6,2.0,0.5,2.0
cruises,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
cruz,2,4,2.0,0.5,2.0
cry,1,3,3.0,0.3333333333333333,3.0
crystal,2,7,3.5,0.2857142857142857,3.5
cs,1,2,2.0,0.5,2.0
css,1,3,3.0,0.3333333333333333,3.0
cst,2,3,1.5,0.6666666666666666,1.5
ct,1,2,2.0,0.5,2.0
cu,1,2,2.0,0.5,2.0
cuba,2,4,2.0,0.5,2.0
cube,1,4,4.0,0.25,4.0
cubic,2,5,2.5,0.4,2.5
cuisine,2,7,3.5,0.2857142857142857,3.5
cult,1,4,4.0,0.25,4.0
cultural,2,8,4.0,0.25,4.0
culture,1,7,7.0,0.14285714285714285,7.0
cultures,2,8,4.0,0.25,4.0
cum,1,3,3.0,0.3333333333333333,3.0
cumshot,2,7,3.5,0.2857142857142857,3.5
cumshots,2,8,4.0,0.25,4.0
cumulative,2,10,5.0,0.2,5.0
cunt,2,4,2.0,0.5,2.0
cup,1,3,3.0,0.3333333333333333,3.0
cups,1,4,4.0,0.25,4.0
cure,2,4,2.0,0.5,2.0
curious,2,7,3.5,0.2857142857142857,3.5
currencies,2,10,5.0,0.2,5.0
currency,1,8,8.0,0.125,8.0
current,1,7,7.0,0.14285714285714285,7.0
currently,1,9,9.0,0.1111111111111111,9.0
curriculum,2,10,5.0,0.2,5.0
cursor,1,6,6.0,0.16666666666666666,6.0
curtis,2,6,3.0,0.3333333333333333,3.0
curve,1,5,5.0,0.2,5.0
curves,2,6,3.0,0.3333333333333333,3.0
custody,2,7,3.5,0.2857142857142857,3.5
custom,1,6,6.0,0.16666666666666666,6.0
customer,1,8,8.0,0.125,8.0
customers,1,9,9.0,0.1111111111111111,9.0
customise,2,9,4.5,0.2222222222222222,4.5
customize,2,9,4.5,0.2222222222222222,4.5
customized,2,10,5.0,0.2,5.0
customs,2,7,3.5,0.2857142857142857,3.5
cut,1,3,3.0,0.3333333333333333,3.0
cute,1,4,4.0,0.25,4.0
cuts,1,4,4.0,0.25,4.0
cutting,2,7,3.5,0.2857142857142857,3.5
cv,1,2,2.0,0.5,2.0
cvs,2,3,1.5,0.6666666666666666,1.5
cw,1,2,2.0,0.5,2.0
cyber,2,5,2.5,0.4,2.5
cycle,1,5,5.0,0.2,5.0
cycles,1,6,6.0,0.16666666666666666,6.0
cycling,1,7,7.0,0.14285714285714285,7.0
cylinder,2,8,4.0,0.25,4.0
cyprus,2,6,3.0,0.3333333333333333,3.0
cz,1,2,2.0,0.5,2.0
czech,2,5,2.5,0.4,2.5
d,1,1,1.0,1.0,1.0
da,1,2,2.0,0.5,2.0
dad,1,3,3.0,0.3333333333333333,3.0
daddy,2,5,2.5,0.4,2.5
daily,1,5,5.0,0.2,5.0
dairy,2,5,2.5,0.4,2.5
daisy,2,5,2.5,0.4,2.5
dakota,2,6,3.0,0.3333333333333333,3.0
dale,1,4,4.0,0.25,4.0
dallas,2,6,3.0,0.3333333333333333,3.0
dam,1,3,3.0,0.3333333333333333,3.0
damage,1,6,6.0,0.16666666666666666,6.0
damaged,2,7,3.5,0.2857142857142857,3.5
damages,2,7,3.5,0.2857142857142857,3.5
dame,2,4,2.0,0.5,2.0
damn,2,4,2.0,0.5,2.0
dan,1,3,3.0,0.3333333333333333,3.0
dana,2,4,2.0,0.5,2.0
dance,1,5,5.0,0.2,5.0
dancing,2,7,3.5,0.2857142857142857,3.5
danger,1,6,6.0,0.16666666666666666,6.0
dangerous,2,9,4.5,0.2222222222222222,4.5
daniel,2,6,3.0,0.3333333333333333,3.0
danish,2,6,3.0,0.3333333333333333,3.0
danny,2,5,2.5,0.4,2.5
dans,1,4,4.0,0.25,4.0
dare,2,4,2.0,0.5,2.0
dark,1,4,4.0,0.25,4.0
darkness,2,8,4.0,0.25,4.0
darwin,2,6,3.0,0.3333333333333333,3.0
das,1,3,3.0,0.3333333333333333,3.0
dash,1,4,4.0,0.25,4.0
dat,1,3,3.0,0.3333333333333333,3.0
data,1,4,4.0,0.25,4.0
database,1,8,8.0,0.125,8.0
databases,2,9,4.5,0.2222222222222222,4.5
date,1,4,4.0,0.25,4.0
dated,1,5,5.0,0.2,5.0
dates,1,5,5.0,0.2,5.0
dating,1,6,6.0,0.16666666666666666,6.0
daughter,1,8,8.0,0.125,8.0
daughters,2,9,4.5,0.2222222222222222,4.5
dave,2,4,2.0,0.5,2.0
david,2,5,2.5,0.4,2.5
davidson,3,8,2.6666666666666665,0.375,2.6666666666666665
davis,2,5,2.5,0.4,2.5
dawn,2,4,2.0,0.5,2.0
day,1,3,3.0,0.3333333333333333,3.0
days,1,4,4.0,0.25,4.0
dayton,2,6,3.0,0.3333333333333333,3.0
db,1,2,2.0,0.5,2.0
dc,1,2,2.0,0.5,2.0
dd,1,2,2.0,0.5,2.0
ddr,2,3,1.5,0.6666666666666666,1.5
de,1,2,2.0,0.5,2.0
dead,1,4,4.0,0.25,4.0
deadline,1,8,8.0,0.125,8.0
deadly,2,6,3.0,0.3333333333333333,3.0
deaf,2,4,2.0,0.5,2.0
deal,1,4,4.0,0.25,4.0
dealer,1,6,6.0,0.16666666666666666,6.0
dealers,2,7,3.5,0.2857142857142857,3.5
dealing,2,7,3.5,0.2857142857142857,3.5
deals,2,5,2.5,0.4,2.5
dealt,2,5,2.5,0.4,2.5
dealtime,2,8,4.0,0.25,4.0
dean,2,4,2.0,0.5,2.0
dear,2,4,2.0,0.5,2.0
death,1,5,5.0,0.2,5.0
deaths,2,6,3.0,0.3333333333333333,3.0
debate,2,6,3.0,0.3333333333333333,3.0
debian,2,6,3.0,0.3333333333333333,3.0
deborah,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
debt,2,4,2.0,0.5,2.0
debug,1,5,5.0,0.2,5.0
debut,2,5,2.5,0.4,2.5
dec,1,3,3.0,0.3333333333333333,3.0
decade,2,6,3.0,0.3333333333333333,3.0
decades,2,7,3.5,0.2857142857142857,3.5
december,2,8,4.0,0.25,4.0
decent,2,6,3.0,0.3333333333333333,3.0
decide,2,6,3.0,0.3333333333333333,3.0
decided,2,7,3.5,0.2857142857142857,3.5
decimal,1,7,7.0,0.14285714285714285,7.0
decision,1,8,8.0,0.125,8.0
decisions,2,9,4.5,0.2222222222222222,4.5
deck,1,4,4.0,0.25,4.0
declaration,2,11,5.5,0.18181818181818182,5.5
declare,1,7,7.0,0.14285714285714285,7.0
declared,2,8,4.0,0.25,4.0
decline,2,7,3.5,0.2857142857142857,3.5
declined,2,8,4.0,0.25,4.0
decor,1,5,5.0,0.2,5.0
decorating,2,10,5.0,0.2,5.0
decorative,2,10,5.0,0.2,5.0
decrease,2,8,4.0,0.25,4.0
decreased,2,9,4.5,0.2222222222222222,4.5
dedicated,2,9,4.5,0.2222222222222222,4.5
dee,1,3,3.0,0.3333333333333333,3.0
deemed,2,6,3.0,0.3333333333333333,3.0
deep,1,4,4.0,0.25,4.0
deeper,2,6,3.0,0.3333333333333333,3.0
deeply,2,6,3.0,0.3333333333333333,3.0
deer,2,4,2.0,0.5,2.0
def,1,3,3.0,0.3333333333333333,3.0
default,1,7,7.0,0.14285714285714285,7.0
defeat,2,6,3.0,0.3333333333333333,3.0
defects,2,7,3.5,0.2857142857142857,3.5
defence,2,7,3.5,0.2857142857142857,3.5
defend,2,6,3.0,0.3333333333333333,3.0
defendant,2,9,4.5,0.2222222222222222,4.5
defense,2,7,3.5,0.2857142857142857,3.5
defensive,2,9,4.5,0.2222222222222222,4.5
deferred,2,8,4.0,0.25,4.0
deficit,2,7,3.5,0.2857142857142857,3.5
define,1,6,6.0,0.16666666666666666,6.0
defined,1,7,7.0,0.14285714285714285,7.0
defines,1,7,7.0,0.14285714285714285,7.0
defining,2,8,4.0,0.25,4.0
definitely,2,10,5.0,0.2,5.0
definition,1,10,10.0,0.1,10.0
definitions,1,11,11.0,0.09090909090909091,11.0
degree,1,6,6.0,0.16666666666666666,6.0
degrees,1,7,7.0,0.14285714285714285,7.0
del,1,3,3.0,0.3333333333333333,3.0
delaware,2,8,4.0,0.25,4.0
delay,1,5,5.0,0.2,5.0
delayed,2,7,3.5,0.2857142857142857,3.5
delays,2,6,3.0,0.3333333333333333,3.0
delegation,2,10,5.0,0.2,5.0
delete,1,6,6.0,0.16666666666666666,6.0
deleted,1,7,7.0,0.14285714285714285,7.0
delhi,2,5,2.5,0.4,2.5
delicious,2,9,4.5,0.2222222222222222,4.5
delight,2,7,3.5,0.2857142857142857,3.5
deliver,1,7,7.0,0.14285714285714285,7.0
delivered,2,9,4.5,0.2222222222222222,4.5
delivering,2,10,5.0,0.2,5.0
delivers,2,8,4.0,0.25,4.0
delivery,1,8,8.0,0.125,8.0
dell,2,4,2.0,0.5,2.0
delta,1,5,5.0,0.2,5.0
deluxe,2,6,3.0,0.3333333333333333,3.0
dem,1,3,3.0,0.3333333333333333,3.0
demand,2,6,3.0,0.3333333333333333,3.0
demanding,3,9,3.0,0.3333333333333333,3.0
demands,2,7,3.5,0.2857142857142857,3.5
demo,1,4,4.0,0.25,4.0
democracy,2,9,4.5,0.2222222222222222,4.5
democrat,2,8,4.0,0.25,4.0
democratic,2,10,5.0,0.2,5.0
democrats,2,9,4.5,0.2222222222222222,4.5
demographic,2,11,5.5,0.18181818181818182,5.5
demonstrate,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
demonstrated,3,12,4.0,0.25,4.0
demonstrates,3,12,4.0,0.25,4.0
demonstration,3,13,4.333333333333333,0.23076923076923078,4.333333333333333
den,1,3,3.0,0.3333333333333333,3.0
denial,2,6,3.0,0.3333333333333333,3.0
denied,2,6,3.0,0.3333333333333333,3.0
denmark,2,7,3.5,0.2857142857142857,3.5
dennis,2,6,3.0,0.3333333333333333,3.0
dense,1,5,5.0,0.2,5.0
density,1,7,7.0,0.14285714285714285,7.0
dental,2,6,3.0,0.3333333333333333,3.0
dentists,2,8,4.0,0.25,4.0
denver,2,6,3.0,0.3333333333333333,3.0
deny,1,4,4.0,0.25,4.0
department,1,10,10.0,0.1,10.0
departmental,2,12,6.0,0.16666666666666666,6.0
departments,2,11,5.5,0.18181818181818182,5.5
departure,1,9,9.0,0.1111111111111111,9.0
depend,1,6,6.0,0.16666666666666666,6.0
dependence,2,10,5.0,0.2,5.0
dependent,1,9,9.0,0.1111111111111111,9.0
depending,1,9,9.0,0.1111111111111111,9.0
depends,1,7,7.0,0.14285714285714285,7.0
deployment,1,10,10.0,0.1,10.0
deposit,1,7,7.0,0.14285714285714285,7.0
deposits,3,8,2.6666666666666665,0.375,2.6666666666666665
depot,2,5,2.5,0.4,2.5
depression,2,10,5.0,0.2,5.0
dept,1,4,4.0,0.25,4.0
depth,1,5,5.0,0.2,5.0
deputy,3,6,2.0,0.5,2.0
der,1,3,3.0,0.3333333333333333,3.0
derby,2,5,2.5,0.4,2.5
derek,2,5,2.5,0.4,2.5
derived,1,7,7.0,0.14285714285714285,7.0
des,1,3,3.0,0.3333333333333333,3.0
descending,1,10,10.0,0.1,10.0
describe,1,8,8.0,0.125,8.0
described,2,9,4.5,0.2222222222222222,4.5
describes,2,9,4.5,0.2222222222222222,4.5
describing,2,10,5.0,0.2,5.0
description,1,11,11.0,0.09090909090909091,11.0
descriptions,2,12,6.0,0.16666666666666666,6.0
desert,2,6,3.0,0.3333333333333333,3.0
deserve,2,7,3.5,0.2857142857142857,3.5
design,1,6,6.0,0.16666666666666666,6.0
designated,2,10,5.0,0.2,5.0
designation,1,11,11.0,0.09090909090909091,11.0
designed,2,8,4.0,0.25,4.0
designer,1,8,8.0,0.125,8.0
designers,2,9,4.5,0.2222222222222222,4.5
designing,2,9,4.5,0.2222222222222222,4.5
designs,2,7,3.5,0.2857142857142857,3.5
desirable,2,9,4.5,0.2222222222222222,4.5
desire,2,6,3.0,0.3333333333333333,3.0
desired,1,7,7.0,0.14285714285714285,7.0
desk,1,4,4.0,0.25,4.0
desktop,1,7,7.0,0.14285714285714285,7.0
desktops,2,8,4.0,0.25,4.0
desperate,2,9,4.5,0.2222222222222222,4.5
despite,2,7,3.5,0.2857142857142857,3.5
destination,1,11,11.0,0.09090909090909091,11.0
destinations,2,12,6.0,0.16666666666666666,6.0
destiny,2,7,3.5,0.2857142857142857,3.5
destroy,1,7,7.0,0.14285714285714285,7.0
destroyed,2,9,4.5,0.2222222222222222,4.5
destruction,2,11,5.5,0.18181818181818182,5.5
detail,1,6,6.0,0.16666666666666666,6.0
detailed,2,8,4.0,0.25,4.0
details,1,7,7.0,0.14285714285714285,7.0
detect,1,6,6.0,0.16666666666666666,6.0
detected,2,8,4.0,0.25,4.0
detection,2,9,4.5,0.2222222222222222,4.5
detective,2,9,4.5,0.2222222222222222,4.5
detector,2,8,4.0,0.25,4.0
determination,2,13,6.5,0.15384615384615385,6.5
determine,2,9,4.5,0.2222222222222222,4.5
determined,2,10,5.0,0.2,5.0
determines,2,10,5.0,0.2,5.0
determining,2,11,5.5,0.18181818181818182,5.5
detroit,2,7,3.5,0.2857142857142857,3.5
deutsch,2,7,3.5,0.2857142857142857,3.5
deutsche,2,8,4.0,0.25,4.0
deutschland,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
dev,1,3,3.0,0.3333333333333333,3.0
devel,2,5,2.5,0.4,2.5
develop,1,7,7.0,0.14285714285714285,7.0
developed,2,9,4.5,0.2222222222222222,4.5
developer,1,9,9.0,0.1111111111111111,9.0
developers,1,10,10.0,0.1,10.0
developing,2,10,5.0,0.2,5.0
development,1,11,11.0,0.09090909090909091,11.0
developmental,2,13,6.5,0.15384615384615385,6.5
developments,2,12,6.0,0.16666666666666666,6.0
develops,2,8,4.0,0.25,4.0
deviant,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
deviation,2,9,4.5,0.2222222222222222,4.5
device,1,6,6.0,0.16666666666666666,6.0
devices,1,7,7.0,0.14285714285714285,7.0
devil,2,5,2.5,0.4,2.5
devon,2,5,2.5,0.4,2.5
devoted,2,7,3.5,0.2857142857142857,3.5
df,1,2,2.0,0.5,2.0
dg,1,2,2.0,0.5,2.0
dh,1,2,2.0,0.5,2.0
di,1,2,2.0,0.5,2.0
diabetes,2,8,4.0,0.25,4.0
diagnosis,2,9,4.5,0.2222222222222222,4.5
diagnostic,2,10,5.0,0.2,5.0
diagram,1,7,7.0,0.14285714285714285,7.0
dial,1,4,4.0,0.25,4.0
dialog,1,6,6.0,0.16666666666666666,6.0
dialogue,2,8,4.0,0.25,4.0
diameter,2,8,4.0,0.25,4.0
diamond,1,7,7.0,0.14285714285714285,7.0
diamonds,2,8,4.0,0.25,4.0
diana,2,5,2.5,0.4,2.5
diane,2,5,2.5,0.4,2.5
diary,2,5,2.5,0.4,2.5
dice,1,4,4.0,0.25,4.0
dick,2,4,2.0,0.5,2.0
dicke,2,5,2.5,0.4,2.5
dicks,2,5,2.5,0.4,2.5
dictionaries,2,12,6.0,0.16666666666666666,6.0
dictionary,1,10,10.0,0.1,10.0
did,1,3,3.0,0.3333333333333333,3.0
die,1,3,3.0,0.3333333333333333,3.0
died,2,4,2.0,0.5,2.0
diego,2,5,2.5,0.4,2.5
dies,1,4,4.0,0.25,4.0
diesel,2,6,3.0,0.3333333333333333,3.0
diet,1,4,4.0,0.25,4.0
dietary,2,7,3.5,0.2857142857142857,3.5
diff,1,4,4.0,0.25,4.0
differ,2,6,3.0,0.3333333333333333,3.0
difference,1,10,10.0,0.1,10.0
differences,2,11,5.5,0.18181818181818182,5.5
different,1,9,9.0,0.1111111111111111,9.0
differential,3,12,4.0,0.25,4.0
differently,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
difficult,2,9,4.5,0.2222222222222222,4.5
difficulties,3,12,4.0,0.25,4.0
difficulty,1,10,10.0,0.1,10.0
diffs,2,5,2.5,0.4,2.5
dig,1,3,3.0,0.3333333333333333,3.0
digest,1,6,6.0,0.16666666666666666,6.0
digit,1,5,5.0,0.2,5.0
digital,1,7,7.0,0.14285714285714285,7.0
dildo,2,5,2.5,0.4,2.5
dildos,3,6,2.0,0.5,2.0
dim,1,3,3.0,0.3333333333333333,3.0
dimension,1,9,9.0,0.1111111111111111,9.0
dimensional,2,11,5.5,0.18181818181818182,5.5
dimensions,1,10,10.0,0.1,10.0
dining,2,6,3.0,0.3333333333333333,3.0
dinner,2,6,3.0,0.3333333333333333,3.0
dip,1,3,3.0,0.3333333333333333,3.0
diploma,3,7,2.3333333333333335,0.42857142857142855,2.3333333333333335
dir,1,3,3.0,0.3333333333333333,3.0
direct,1,6,6.0,0.16666666666666666,6.0
directed,2,8,4.0,0.25,4.0
direction,1,9,9.0,0.1111111111111111,9.0
directions,2,10,5.0,0.2,5.0
directive,1,9,9.0,0.1111111111111111,9.0
directly,2,8,4.0,0.25,4.0
director,1,8,8.0,0.125,8.0
directories,1,11,11.0,0.09090909090909091,11.0
directors,2,9,4.5,0.2222222222222222,4.5
directory,1,9,9.0,0.1111111111111111,9.0
dirt,2,4,2.0,0.5,2.0
dirty,1,5,5.0,0.2,5.0
dis,1,3,3.0,0.3333333333333333,3.0
disabilities,2,12,6.0,0.16666666666666666,6.0
disability,2,10,5.0,0.2,5.0
disable,1,7,7.0,0.14285714285714285,7.0
disabled,1,8,8.0,0.125,8.0
disagree,2,8,4.0,0.25,4.0
disappointed,2,12,6.0,0.16666666666666666,6.0
disaster,2,8,4.0,0.25,4.0
disc,1,4,4.0,0.25,4.0
discharge,2,9,4.5,0.2222222222222222,4.5
disciplinary,2,12,6.0,0.16666666666666666,6.0
discipline,2,10,5.0,0.2,5.0
disciplines,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
disclaimer,2,10,5.0,0.2,5.0
disclaimers,3,11,3.6666666666666665,0.2727272727272727,3.6666666666666665
disclose,2,8,4.0,0.25,4.0
disclosure,2,10,5.0,0.2,5.0
disco,2,5,2.5,0.4,2.5
discount,1,8,8.0,0.125,8.0
discounted,2,10,5.0,0.2,5.0
discounts,2,9,4.5,0.2222222222222222,4.5
discover,1,8,8.0,0.125,8.0
discovered,2,10,5.0,0.2,5.0
discovery,2,9,4.5,0.2222222222222222,4.5
discrete,2,8,4.0,0.25,4.0
discretion,2,10,5.0,0.2,5.0
discrimination,2,14,7.0,0.14285714285714285,7.0
discs,2,5,2.5,0.4,2.5
discuss,2,7,3.5,0.2857142857142857,3.5
discussed,3,9,3.0,0.3333333333333333,3.0
discusses,3,9,3.0,0.3333333333333333,3.0
discussing,3,10,3.3333333333333335,0.3,3.3333333333333335
discussion,1,10,10.0,0.1,10.0
discussions,2,11,5.5,0.18181818181818182,5.5
disease,2,7,3.5,0.2857142857142857,3.5
diseases,3,8,2.6666666666666665,0.375,2.6666666666666665
dish,1,4,4.0,0.25,4.0
dishes,2,6,3.0,0.3333333333333333,3.0
disk,1,4,4.0,0.25,4.0
disks,2,5,2.5,0.4,2.5
disney,2,6,3.0,0.3333333333333333,3.0
disorder,2,8,4.0,0.25,4.0
disorders,2,9,4.5,0.2222222222222222,4.5
dispatch,1,8,8.0,0.125,8.0
dispatched,2,10,5.0,0.2,5.0
display,1,7,7.0,0.14285714285714285,7.0
displayed,2,9,4.5,0.2222222222222222,4.5
displaying,2,10,5.0,0.2,5.0
displays,2,8,4.0,0.25,4.0
disposal,2,8,4.0,0.25,4.0
disposition,2,11,5.5,0.18181818181818182,5.5
dispute,2,7,3.5,0.2857142857142857,3.5
disputes,3,8,2.6666666666666665,0.375,2.6666666666666665
dist,1,4,4.0,0.25,4.0
distance,1,8,8.0,0.125,8.0
distances,2,9,4.5,0.2222222222222222,4.5
distant,2,7,3.5,0.2857142857142857,3.5
distinct,1,8,8.0,0.125,8.0
distinction,2,11,5.5,0.18181818181818182,5.5
distinguished,2,13,6.5,0.15384615384615385,6.5
distribute,2,10,5.0,0.2,5.0
distributed,1,11,11.0,0.09090909090909091,11.0
distribution,1,12,12.0,0.08333333333333333,12.0
distributions,2,13,6.5,0.15384615384615385,6.5
distributor,2,11,5.5,0.18181818181818182,5.5
distributors,2,12,6.0,0.16666666666666666,6.0
district,1,8,8.0,0.125,8.0
districts,2,9,4.5,0.2222222222222222,4.5
disturbed,2,9,4.5,0.2222222222222222,4.5
div,1,3,3.0,0.3333333333333333,3.0
dive,2,4,2.0,0.5,2.0
diverse,2,7,3.5,0.2857142857142857,3.5
diversity,3,9,3.0,0.3333333333333333,3.0
divide,1,6,6.0,0.16666666666666666,6.0
divided,2,7,3.5,0.2857142857142857,3.5
dividend,2,8,4.0,0.25,4.0
divine,2,6,3.0,0.3333333333333333,3.0
diving,2,6,3.0,0.3333333333333333,3.0
division,1,8,8.0,0.125,8.0
divisions,2,9,4.5,0.2222222222222222,4.5
divorce,2,7,3.5,0.2857142857142857,3.5
divx,2,4,2.0,0.5,2.0
diy,2,3,1.5,0.6666666666666666,1.5
dj,1,2,2.0,0.5,2.0
dk,1,2,2.0,0.5,2.0
dl,1,2,2.0,0.5,2.0
dm,1,2,2.0,0.5,2.0
dna,1,3,3.0,0.3333333333333333,3.0
dns,1,3,3.0,0.3333333333333333,3.0
do,1,2,2.0,0.5,2.0
doc,1,3,3.0,0.3333333333333333,3.0
dock,1,4,4.0,0.25,4.0
docs,1,4,4.0,0.25,4.0
doctor,1,6,6.0,0.16666666666666666,6.0
doctors,2,7,3.5,0.2857142857142857,3.5
doctrine,2,8,4.0,0.25,4.0
document,1,8,8.0,0.125,8.0
documentary,2,11,5.5,0.18181818181818182,5.5
documentation,1,13,13.0,0.07692307692307693,13.0
documentcreatetextnode,5,22,4.4,0.22727272727272727,4.4
documented,2,10,5.0,0.2,5.0
documents,1,9,9.0,0.1111111111111111,9.0
dod,1,3,3.0,0.3333333333333333,3.0
dodge,2,5,2.5,0.4,2.5
doe,2,3,1.5,0.6666666666666666,1.5
does,1,4,4.0,0.25,4.0
dog,1,3,3.0,0.3333333333333333,3.0
dogs,1,4,4.0,0.25,4.0
doing,1,5,5.0,0.2,5.0
doll,2,4,2.0,0.5,2.0
dollar,2,6,3.0,0.3333333333333333,3.0
dollars,2,7,3.5,0.2857142857142857,3.5
dolls,2,5,2.5,0.4,2.5
dom,1,3,3.0,0.3333333333333333,3.0
domain,1,6,6.0,0.16666666666666666,6.0
domains,1,7,7.0,0.14285714285714285,7.0
dome,2,4,2.0,0.5,2.0
domestic,2,8,4.0,0.25,4.0
dominant,2,8,4.0,0.25,4.0
dominican,2,9,4.5,0.2222222222222222,4.5
don,1,3,3.0,0.3333333333333333,3.0
donald,1,6,6.0,0.16666666666666666,6.0
donate,2,6,3.0,0.3333333333333333,3.0
donated,2,7,3.5,0.2857142857142857,3.5
donation,2,8,4.0,0.25,4.0
donations,2,9,4.5,0.2222222222222222,4.5
done,1,4,4.0,0.25,4.0
donna,2,5,2.5,0.4,2.5
donor,2,5,2.5,0.4,2.5
donors,2,6,3.0,0.3333333333333333,3.0
dont,1,4,4.0,0.25,4.0
doom,1,4,4.0,0.25,4.0
door,1,4,4.0,0.25,4.0
doors,1,5,5.0,0.2,5.0
dos,1,3,3.0,0.3333333333333333,3.0
dosage,2,6,3.0,0.3333333333333333,3.0
dose,1,4,4.0,0.25,4.0
dot,1,3,3.0,0.3333333333333333,3.0
double,1,6,6.0,0.16666666666666666,6.0
doubt,2,5,2.5,0.4,2.5
doug,2,4,2.0,0.5,2.0
douglas,2,7,3.5,0.2857142857142857,3.5
dover,2,5,2.5,0.4,2.5
dow,1,3,3.0,0.3333333333333333,3.0
down,1,4,4.0,0.25,4.0
download,1,8,8.0,0.125,8.0
downloadable,2,12,6.0,0.16666666666666666,6.0
downloadcom,2,11,5.5,0.18181818181818182,5.5
downloaded,2,10,5.0,0.2,5.0
downloading,2,11,5.5,0.18181818181818182,5.5
downloads,1,9,9.0,0.1111111111111111,9.0
downtown,2,8,4.0,0.25,4.0
dozen,2,5,2.5,0.4,2.5
dozens,2,6,3.0,0.3333333333333333,3.0
dp,1,2,2.0,0.5,2.0
dpi,1,3,3.0,0.3333333333333333,3.0
dr,1,2,2.0,0.5,2.0
draft,1,5,5.0,0.2,5.0
drag,1,4,4.0,0.25,4.0
dragon,1,6,6.0,0.16666666666666666,6.0
drain,2,5,2.5,0.4,2.5
drainage,3,8,2.6666666666666665,0.375,2.6666666666666665
drama,2,5,2.5,0.4,2.5
dramatic,2,8,4.0,0.25,4.0
dramatically,2,12,6.0,0.16666666666666666,6.0
draw,1,4,4.0,0.25,4.0
drawing,1,7,7.0,0.14285714285714285,7.0
drawings,2,8,4.0,0.25,4.0
drawn,2,5,2.5,0.4,2.5
draws,2,5,2.5,0.4,2.5
dream,1,5,5.0,0.2,5.0
dreams,2,6,3.0,0.3333333333333333,3.0
dress,1,5,5.0,0.2,5.0
dressed,2,7,3.5,0.2857142857142857,3.5
dresses,2,7,3.5,0.2857142857142857,3.5
dressing,2,8,4.0,0.25,4.0
drew,2,4,2.0,0.5,2.0
dried,2,5,2.5,0.4,2.5
drill,2,5,2.5,0.4,2.5
drilling,2,8,4.0,0.25,4.0
drink,1,5,5.0,0.2,5.0
drinking,2,8,4.0,0.25,4.0
drinks,2,6,3.0,0.3333333333333333,3.0
drive,1,5,5.0,0.2,5.0
driven,2,6,3.0,0.3333333333333333,3.0
driver,1,6,6.0,0.16666666666666666,6.0
drivers,1,7,7.0,0.14285714285714285,7.0
drives,2,6,3.0,0.3333333333333333,3.0
driving,2,7,3.5,0.2857142857142857,3.5
drop,1,4,4.0,0.25,4.0
dropped,2,7,3.5,0.2857142857142857,3.5
drops,1,5,5.0,0.2,5.0
drove,2,5,2.5,0.4,2.5
drug,1,4,4.0,0.25,4.0
drugs,2,5,2.5,0.4,2.5
drum,2,4,2.0,0.5,2.0
drums,2,5,2.5,0.4,2.5
drunk,2,5,2.5,0.4,2.5
dry,1,3,3.0,0.3333333333333333,3.0
dryer,1,5,5.0,0.2,5.0
ds,1,2,2.0,0.5,2.0
dsc,2,3,1.5,0.6666666666666666,1.5
dsl,1,3,3.0,0.3333333333333333,3.0
dt,1,2,2.0,0.5,2.0
dts,2,3,1.5,0.6666666666666666,1.5
du,1,2,2.0,0.5,2.0
dual,1,4,4.0,0.25,4.0
dubai,2,5,2.5,0.4,2.5
